t,Always Explain_mean,Always Explain_std,Always Update_mean,Always Update_std,Always Silent_mean,Always Silent_std,Random_mean,Random_std,Adaptive (TS)_mean,Adaptive (TS)_std
0,0.20999999999999996,0.12806248474865697,0.17900000000000002,0.08178630692236938,0.36600000000000016,0.218320864783923,0.159,0.16537533068750007,0.197,0.19230444612644815
1,0.40333333333333343,0.17885437900395085,0.3180000000000001,0.12812493902437574,0.6660000000000001,0.304309053430883,0.38933333333333336,0.2458174571144658,0.4073333333333334,0.2449752821998352
2,0.5716666666666668,0.20440292452789313,0.46300000000000013,0.14170744511139843,0.9270000000000003,0.42379358182964505,0.604,0.25064716236175505,0.6316666666666666,0.3521844529346645
3,0.7066666666666668,0.18517259216441537,0.5930000000000001,0.1856906028855526,1.1809999999999998,0.47620268793865483,0.8046666666666665,0.31890158704876687,0.8470000000000002,0.43346010966023935
4,0.8966666666666667,0.25394662606321217,0.7380000000000001,0.22577865266672134,1.518,0.5237900342694579,1.107,0.36116616674323193,1.022,0.4475220664950501
5,1.095,0.28324018076537094,0.882,0.2627470266244701,1.8070000000000002,0.5581764953847483,1.3896666666666666,0.4042481361188392,1.25,0.4867237409455183
6,1.2199999999999998,0.32005207909547057,0.9860000000000002,0.2753615804719315,2.126,0.7008166664684853,1.6186666666666667,0.4049340138288651,1.358666666666667,0.5462644862050698
7,1.3649999999999995,0.32097507691408067,1.1219999999999999,0.2831889828365503,2.4730000000000003,0.6959604873841617,1.8870000000000005,0.501465518920959,1.5236666666666667,0.5377823806047284
8,1.5016666666666665,0.3604356931394128,1.269,0.34285419641591086,2.7930000000000006,0.7550370851819135,2.1223333333333327,0.5774812166257494,1.7216666666666665,0.5452833106641802
9,1.6883333333333335,0.39447926293899016,1.406,0.34716566650520037,3.11,0.7299041032902884,2.3133333333333335,0.6186508618670865,1.8563333333333327,0.5005762235220083
10,1.8533333333333337,0.4589722819033363,1.527,0.3492005154635371,3.4100000000000006,0.711168053275736,2.5203333333333333,0.6509709841630594,1.9716666666666667,0.5255415196622326
11,2.0433333333333334,0.5064144108885088,1.663,0.397594014039447,3.7600000000000002,0.7157513534740958,2.7573333333333334,0.6643088304563038,2.099999999999999,0.5303897937680676
12,2.2066666666666666,0.5213337595906185,1.7890000000000001,0.4395782069211348,4.124,0.7475854466213212,2.9876666666666667,0.6835041249977128,2.265,0.551275793047364
13,2.3683333333333336,0.5204938893866947,1.9360000000000004,0.4276961538288601,4.433999999999999,0.7739534869745083,3.159333333333333,0.6774901393296355,2.455666666666666,0.6421509860530378
14,2.5866666666666664,0.5741563859747232,2.0930000000000004,0.42254112225912405,4.763000000000001,0.8848282319184897,3.4203333333333332,0.6793500979285686,2.6926666666666668,0.7386967502899203
15,2.7433333333333327,0.6136955452194697,2.273,0.4041794156064853,5.074999999999999,0.8904521323462595,3.7066666666666666,0.7246347739072116,2.8543333333333334,0.7755930347518313
16,2.9299999999999997,0.6635259351876658,2.428,0.4221326805638247,5.357,0.9259487026828216,3.8819999999999997,0.7551176508774423,2.9353333333333325,0.8005070615276016
17,3.0949999999999998,0.7134832397003682,2.5589999999999997,0.4524698885008813,5.59,0.9804794745429405,4.083666666666668,0.7754804245684666,3.059333333333333,0.8312959093420879
18,3.26,0.6735973079914536,2.64,0.4480624956409541,5.9030000000000005,1.024949267037155,4.348333333333334,0.8354323564611456,3.139000000000001,0.8770798139280142
19,3.426666666666667,0.7047142841054252,2.7760000000000002,0.4738818418129144,6.182999999999999,1.0634947108472148,4.516333333333334,0.8336725309669795,3.2683333333333326,0.9141520053518938
20,3.5483333333333333,0.7250842862883059,2.918,0.47780330681149535,6.51,1.0944039473613028,4.681333333333334,0.8587577591433391,3.3850000000000002,0.9637798849668251
21,3.756666666666667,0.6656742613487635,3.084,0.4737341026356452,6.867999999999999,1.077745795630863,4.906,0.876909725494402,3.515333333333333,0.9944436747358906
22,3.933333333333334,0.6824384384120095,3.2289999999999996,0.45136348988370784,7.167000000000002,1.057157036584443,5.166000000000001,0.9377867561444876,3.6790000000000003,1.0303505875833394
23,4.1033333333333335,0.6910057082896556,3.3480000000000003,0.4340230408630399,7.4190000000000005,1.1515246415079454,5.327666666666668,0.9282050180620423,3.8209999999999997,1.0912480622357745
24,4.25,0.6538348415311009,3.4689999999999994,0.48457094423830244,7.73,1.1457312075700838,5.583333333333334,0.9371422280292123,3.9139999999999997,1.1187421508104536
25,4.421666666666666,0.6562117713733034,3.595,0.48218772278024674,8.000000000000002,1.155352759982856,5.7536666666666685,0.9366482204589349,4.045,1.2009766858686308
26,4.633333333333334,0.6766748767974828,3.768,0.47209744756776656,8.27,1.226784414638531,5.9586666666666686,0.945052849786132,4.265333333333333,1.3090167641741217
27,4.815,0.6683499582304666,3.9430000000000005,0.4879149516052978,8.568000000000003,1.198088477534111,6.156666666666666,0.9859287781353966,4.379666666666666,1.3907563489778583
28,5.013333333333334,0.6654488877609023,4.087,0.4935392588234498,8.97,1.3202045296089557,6.370000000000001,0.9880755706591141,4.492666666666666,1.4528935114300547
29,5.17,0.677815117368544,4.2410000000000005,0.5043500768315595,9.269000000000004,1.3457596367851148,6.549666666666667,0.9600988953690602,4.622333333333332,1.4953431787460099
30,5.381666666666667,0.7029086395510837,4.372,0.5157867776513858,9.578000000000005,1.4271496067336475,6.762000000000002,0.9848228267053931,4.755,1.5085064357392268
31,5.576666666666666,0.7012766136760078,4.467,0.5223418420919389,9.871000000000002,1.421009852182597,6.9970000000000026,0.9771119007906248,4.852000000000001,1.542706280102167
32,5.745,0.6900905737655022,4.619,0.5695515779979895,10.219000000000001,1.4148954024944762,7.249666666666665,0.9835259133455626,4.999333333333332,1.5701527172716527
33,5.955,0.6957430081095556,4.733,0.5802077214239741,10.472000000000003,1.4374964347781893,7.389,1.0564542899087817,5.104,1.594222067341937
34,6.1383333333333345,0.7427071353426522,4.872,0.5746442377680298,10.803000000000003,1.5208422008873919,7.613333333333334,1.0803250539639555,5.285666666666667,1.625781213926263
35,6.371666666666667,0.7449477983202729,5.018,0.6058679724164333,11.017000000000003,1.4973913983992317,7.752,1.13199057711037,5.414666666666666,1.6507932100121507
36,6.6083333333333325,0.7533351769888942,5.144999999999999,0.590512489283673,11.333000000000004,1.5497293312059386,7.915333333333334,1.1781814612170562,5.508333333333334,1.7054854310593084
37,6.806666666666666,0.7778960227576832,5.300999999999999,0.5938762497355825,11.652000000000005,1.5810806431045845,8.098666666666668,1.1702784094204068,5.5953333333333335,1.7379791585503996
38,6.974999999999999,0.8059931761497735,5.430000000000001,0.5924525297439449,11.895000000000005,1.5724837042080935,8.323333333333334,1.2079164798206143,5.704666666666666,1.760730403995897
39,7.151666666666666,0.8129661056211929,5.526000000000001,0.5747382012708044,12.175000000000004,1.5470051712906479,8.542333333333334,1.1902623893728468,5.844999999999999,1.8239915021731872
40,7.343333333333331,0.8055777774712729,5.6679999999999975,0.6318512483171965,12.472000000000003,1.5781242029700981,8.797666666666668,1.1810071502276738,5.967666666666668,1.8953692398990638
41,7.5266666666666655,0.8108363309297111,5.812999999999999,0.6287932887682561,12.677000000000003,1.5552366379429228,8.956666666666669,1.1996119743020621,6.100999999999999,1.971306419611117
42,7.721666666666665,0.7962080269767585,5.973999999999998,0.6460216714631171,12.948000000000002,1.6162475057985417,9.126000000000003,1.2430382134109965,6.217333333333332,2.0323532063978336
